Species2,Family2,Order2,Avibase.ID2,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle
Carpodacus roborowskii,Fringillidae,Passeriformes,AVIBASE-57C123A2,2,0,1,1,2.0,13.6,9.6,5.8,6.1,18.2,101.2,29.4,71.8,27.9,69.0,33.4,Inferred,NA,YES,Body Mass,Carpodacus rhodochlamys,Grassland,3,1,Herbivore,Granivore,Terrestrial
Carpodacus rodochroa,Fringillidae,Passeriformes,AVIBASE-0D592D10,5,2,3,0,4.0,14.4,10.1,6.9,8.4,18.1,79.9,25.0,56.9,30.4,56.6,17.8,Dunning,NA,NO,NA,NA,Forest,2,2,Herbivore,Granivore,Generalist
Carpodacus rodopeplus,Fringillidae,Passeriformes,AVIBASE-013420E1,5,2,3,0,4.0,15.9,11.4,7.9,9.3,23.3,79.2,14.2,64.8,18.0,63.6,23.0,Dunning,NA,NO,NA,NA,Shrubland,2,2,Herbivore,Granivore,Generalist
Carpodacus roseus,Fringillidae,Passeriformes,AVIBASE-68DF5AB7,5,1,4,0,4.0,12.5,8.9,7.0,8.4,18.9,88.0,25.4,61.3,29.4,67.1,28.6,Dunning,NA,NO,NA,NA,Forest,2,3,Herbivore,Granivore,Insessorial
Carpodacus rubicilla,Fringillidae,Passeriformes,AVIBASE-7621E1A6,4,1,3,0,4.0,15.2,11.7,8.1,11.2,20.6,114.8,35.6,79.2,31.0,85.6,43.2,Dunning,NA,NO,NA,NA,Rock,3,1,Herbivore,Omnivore,Terrestrial
Carpodacus rubicilloides,Fringillidae,Passeriformes,AVIBASE-D3FBD80B,5,2,3,0,4.0,17.5,13.0,9.1,10.5,23.9,105.4,22.4,82.9,21.2,87.4,42.0,Dunning,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Granivore,Generalist
Carpodacus sibiricus,Fringillidae,Passeriformes,AVIBASE-463680BF,4,2,2,0,4.0,10.7,6.7,6.2,7.6,15.4,71.2,16.0,55.2,22.5,86.8,17.4,Dunning,NA,NO,NA,NA,Shrubland,2,2,Herbivore,Omnivore,Insessorial
Carpodacus sillemi,Fringillidae,Passeriformes,AVIBASE-4C9486AE,0,0,0,0,0.0,13.6,9.6,5.8,6.1,18.2,101.2,29.4,71.8,27.9,69.0,28.9,EltonTraits_GenAvg,NA,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Carpodacus roborowskii,Rock,3,2,Herbivore,Granivore,Terrestrial
Carpodacus sipahi,Fringillidae,Passeriformes,AVIBASE-1884ACC6,5,1,4,0,4.0,16.5,12.0,9.1,11.3,18.4,100.3,21.6,78.3,21.6,68.0,39.5,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Insessorial
Carpodacus stoliczkae,Fringillidae,Passeriformes,AVIBASE-2AA95030,0,0,0,0,0.0,11.7,8.1,6.3,7.9,18.5,83.9,21.9,61.2,26.4,66.0,20.8,DataFromSplit,NA,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Carpodacus synoicus,Desert,3,1,Herbivore,Omnivore,Generalist
Carpodacus subhimachalus,Fringillidae,Passeriformes,AVIBASE-48F59E1E,5,2,3,0,4.0,15.3,10.8,8.8,10.1,21.9,89.8,17.4,71.4,19.6,76.4,46.1,Dunning,NA,NO,NA,NA,Shrubland,2,2,Herbivore,Omnivore,Insessorial
Carpodacus synoicus,Fringillidae,Passeriformes,AVIBASE-8F36D663,5,2,3,0,4.0,11.7,8.1,6.3,7.9,18.5,83.9,21.9,61.2,26.4,66.0,20.8,Dunning,NA,NO,NA,NA,Desert,3,1,Herbivore,Omnivore,Generalist
Carpodacus thura,Fringillidae,Passeriformes,AVIBASE-8B4F255E,5,2,3,0,4.0,12.7,9.2,6.9,8.0,22.6,82.0,12.8,68.9,15.7,71.8,31.0,Dunning,NA,NO,NA,NA,Shrubland,2,2,Herbivore,Omnivore,Insessorial
Carpodacus trifasciatus,Fringillidae,Passeriformes,AVIBASE-46CD933C,5,2,3,0,4.0,13.0,9.2,7.3,8.9,21.2,84.7,16.8,68.6,19.6,77.2,31.0,Inferred,NA,YES,Body Mass,Carpodacus thura,Forest,1,1,Herbivore,Granivore,Insessorial
Carpodacus verreauxii,Fringillidae,Passeriformes,AVIBASE-83525783,4,2,2,0,4.0,11.9,8.2,6.4,7.4,17.1,72.4,13.3,59.0,18.4,70.0,23.0,DataFromSplit,NA,NO,NA,NA,Shrubland,2,2,Herbivore,Granivore,Generalist
Carpodacus vinaceus,Fringillidae,Passeriformes,AVIBASE-86EBCA5D,5,2,3,0,4.0,11.6,8.7,6.9,8.3,19.2,69.0,14.5,54.0,21.2,58.2,22.1,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Granivore,Insessorial
Carpodacus waltoni,Fringillidae,Passeriformes,AVIBASE-1A121D37,4,1,3,0,4.0,11.2,7.8,6.0,6.8,18.1,71.0,13.3,57.6,18.8,61.5,27.0,EltonTraits_GenAvg,NA,NO,NA,NA,Grassland,3,2,Herbivore,Granivore,Terrestrial
Chloris ambigua,Fringillidae,Passeriformes,AVIBASE-380A28B4,5,2,3,0,4.0,14.6,9.7,5.7,6.9,14.4,78.1,27.4,50.4,35.3,45.9,15.5,Inferred,NA,YES,Body Mass,Chloris monguilloti,Woodland,2,1,Herbivore,Granivore,Insessorial
Chloris chloris,Fringillidae,Passeriformes,AVIBASE-65BD2033,30,14,16,0,8.0,14.4,11.0,7.6,8.8,17.3,85.3,27.8,57.4,32.5,55.7,26.0,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Granivore,Generalist
Chloris monguilloti,Fringillidae,Passeriformes,AVIBASE-8875A644,5,2,3,0,4.0,14.1,9.4,5.7,7.3,14.6,75.7,24.8,50.6,32.9,48.4,15.5,Updated_literature,BoW,NO,NA,NA,Woodland,2,1,Herbivore,Granivore,Insessorial
Chloris sinica,Fringillidae,Passeriformes,AVIBASE-684A6610,5,2,3,0,2.0,13.8,8.7,6.4,7.8,14.5,76.1,25.2,49.9,33.5,48.3,18.6,Dunning,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Granivore,Generalist
Chloris spinoides,Fringillidae,Passeriformes,AVIBASE-63B91A39,5,2,3,0,4.0,13.7,8.6,5.9,7.2,15.4,77.1,26.6,50.5,34.5,46.8,18.6,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Granivore,Insessorial
Chlorodrepanis flava,Fringillidae,Passeriformes,AVIBASE-0A603DFD,4,2,2,0,4.0,17.0,11.8,3.5,4.0,20.5,62.0,16.8,45.2,27.0,42.5,12.6,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Insessorial
Chlorodrepanis stejnegeri,Fringillidae,Passeriformes,AVIBASE-5305B509,6,2,2,2,6.0,20.8,14.1,3.9,5.2,21.8,65.7,16.8,48.9,25.6,40.7,16.6,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Insessorial
Chlorodrepanis virens,Fringillidae,Passeriformes,AVIBASE-ABB15738,6,2,4,0,4.0,17.6,11.3,3.7,4.4,21.6,65.3,13.2,49.9,20.9,45.0,13.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial
Chlorophonia callophrys,Fringillidae,Passeriformes,AVIBASE-5288BFA0,4,2,2,0,3.0,13.3,6.4,4.6,5.7,17.5,75.8,19.0,56.8,25.1,43.5,25.8,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial
Chlorophonia cyanea,Fringillidae,Passeriformes,AVIBASE-AB545C67,13,6,7,0,4.0,10.9,7.3,4.3,4.1,14.7,62.3,16.6,45.5,26.7,35.0,14.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial
Chlorophonia cyanocephala,Fringillidae,Passeriformes,AVIBASE-852ECDA2,19,7,12,0,8.0,9.4,5.4,4.1,4.1,14.5,64.2,18.6,45.6,28.9,37.8,14.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial
Chlorophonia elegantissima,Fringillidae,Passeriformes,AVIBASE-35A15369,5,2,3,0,4.0,9.8,4.6,4.0,4.0,14.3,66.7,21.3,44.9,32.2,39.1,15.0,Dunning,NA,NO,NA,NA,Forest,2,2,Herbivore,Frugivore,Insessorial
Chlorophonia flavirostris,Fringillidae,Passeriformes,AVIBASE-C6D30C38,4,2,2,0,3.0,8.6,4.9,4.5,4.1,13.9,57.2,15.9,41.4,27.8,28.5,11.0,Dunning,NA,NO,NA,NA,Forest,1,2,Herbivore,Frugivore,Insessorial
Chlorophonia musica,Fringillidae,Passeriformes,AVIBASE-97606697,6,3,3,0,4.0,9.7,5.2,4.4,4.3,15.0,63.8,19.4,44.6,30.3,36.8,14.7,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial
Chlorophonia occipitalis,Fringillidae,Passeriformes,AVIBASE-6BB566A5,5,2,3,0,4.0,12.6,6.1,4.7,5.6,17.8,76.7,20.1,55.8,26.5,43.9,25.8,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial
Chlorophonia pyrrhophrys,Fringillidae,Passeriformes,AVIBASE-6538B254,4,2,2,0,4.0,10.7,5.3,4.3,4.4,16.8,67.0,16.0,51.0,23.9,41.0,17.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial
Chrysocorythus estherae,Fringillidae,Passeriformes,AVIBASE-8D3F1DF1,1,0,1,0,1.0,11.2,7.1,5.4,7.3,14.8,67.0,15.5,51.5,23.1,54.0,12.0,Inferred,NA,YES,Body Mass,Carduelis citrinella,Grassland,3,1,Herbivore,Omnivore,Insessorial
Coccothraustes abeillei,Fringillidae,Passeriformes,AVIBASE-5C079E0C,5,2,3,0,4.0,23.8,16.1,10.7,13.8,20.1,102.8,33.6,68.9,32.9,64.8,48.5,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Insessorial
Coccothraustes coccothraustes,Fringillidae,Passeriformes,AVIBASE-84E1F114,23,8,15,0,10.0,23.0,16.6,12.0,15.0,21.0,102.0,33.6,68.6,32.9,57.2,56.6,Dunning,NA,NO,NA,NA,Forest,1,2,Herbivore,Omnivore,Insessorial
Coccothraustes vespertinus,Fringillidae,Passeriformes,AVIBASE-C6B5497C,5,2,3,0,4.0,22.7,16.0,10.5,14.5,21.4,109.8,37.6,72.4,34.2,67.2,57.3,Dunning,NA,NO,NA,NA,Forest,1,2,Herbivore,Omnivore,Insessorial
Crithagra albogularis,Fringillidae,Passeriformes,AVIBASE-294A70CC,5,2,3,0,4.0,16.2,9.9,7.5,9.9,19.4,78.8,18.8,58.7,24.1,55.9,27.1,Dunning,NA,NO,NA,NA,Grassland,3,1,Herbivore,Omnivore,Insessorial
Crithagra ankoberensis,Fringillidae,Passeriformes,AVIBASE-F422B222,1,0,1,0,1.0,10.1,6.8,4.1,5.4,14.4,73.0,18.6,54.4,25.5,55.0,14.9,Dunning,NA,NO,NA,NA,Grassland,3,1,Herbivore,Granivore,Terrestrial
Crithagra atrogularis,Fringillidae,Passeriformes,AVIBASE-D12CDD0F,5,2,3,0,4.0,10.8,6.6,4.5,5.7,13.4,71.3,18.8,51.5,26.7,46.0,11.4,Dunning,NA,NO,NA,NA,Woodland,3,1,Herbivore,Granivore,Generalist
Crithagra buchanani,Fringillidae,Passeriformes,AVIBASE-F3618305,5,1,4,0,4.0,17.3,11.6,9.0,10.9,18.7,87.1,19.6,67.0,22.6,63.8,24.0,Inferred,NA,YES,Body Mass,Crithagra donaldsoni,Shrubland,3,1,Herbivore,Granivore,Generalist
Crithagra burtoni,Fringillidae,Passeriformes,AVIBASE-8E8B3DB9,9,4,5,0,4.0,16.8,12.4,8.7,11.4,20.9,87.7,17.7,69.6,20.2,67.6,30.5,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Granivore,Insessorial
Crithagra canicapilla,Fringillidae,Passeriformes,AVIBASE-115CB3F4,4,0,4,0,4.0,13.1,8.3,5.8,7.0,13.8,77.6,22.9,54.8,29.4,51.5,16.0,DataFromSplit,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Insessorial
Crithagra capistrata,Fringillidae,Passeriformes,AVIBASE-E16846C3,5,2,3,0,4.0,11.8,7.8,5.0,6.6,12.9,60.6,13.9,47.1,22.6,42.2,13.6,Inferred,NA,YES,Body Mass,Crithagra koliensis,Shrubland,2,1,Herbivore,Granivore,Generalist
Crithagra citrinelloides,Fringillidae,Passeriformes,AVIBASE-D419E3A5,15,8,7,0,4.0,12.4,8.6,4.9,6.4,14.1,66.4,14.8,51.4,22.4,48.2,13.0,Dunning,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Granivore,Generalist
Crithagra citrinipectus,Fringillidae,Passeriformes,AVIBASE-238953D9,7,3,1,3,7.0,9.4,6.8,5.6,6.4,13.5,61.8,15.0,46.8,24.2,38.3,11.2,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Granivore,Terrestrial
Crithagra concolor,Fringillidae,Passeriformes,AVIBASE-58012642,1,0,1,0,1.0,24.1,16.1,10.5,15.3,23.8,107.0,23.4,83.6,21.9,70.0,50.0,Updated_literature,Melo et al. (2017),NO,NA,NA,Forest,1,2,Herbivore,Omnivore,Insessorial
Crithagra donaldsoni,Fringillidae,Passeriformes,AVIBASE-0CEB2DA6,5,2,3,0,4.0,16.8,10.9,8.6,9.9,17.0,82.0,17.5,64.2,21.4,61.9,24.0,Dunning,NA,NO,NA,NA,Grassland,3,1,Herbivore,Granivore,Generalist
Crithagra dorsostriata,Fringillidae,Passeriformes,AVIBASE-90C937E4,9,3,5,1,6.0,10.7,7.6,5.6,6.9,15.7,73.1,14.5,58.9,19.8,51.3,15.1,Dunning,NA,NO,NA,NA,Shrubland,3,1,Herbivore,Granivore,Generalist
Crithagra flavigula,Fringillidae,Passeriformes,AVIBASE-31B513F0,1,0,0,1,1.0,10.3,7.8,4.8,6.5,12.4,67.0,12.0,55.0,17.9,49.0,11.8,Inferred,NA,YES,Body Mass,Crithagra xantholaema,Shrubland,3,1,Herbivore,Granivore,Generalist
Crithagra flaviventris,Fringillidae,Passeriformes,AVIBASE-4746346C,8,4,4,0,4.0,11.4,7.6,5.6,7.2,17.7,70.4,16.0,54.1,22.8,53.1,16.2,Dunning,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Omnivore,Insessorial
Crithagra frontalis,Fringillidae,Passeriformes,AVIBASE-5108E1D3,4,2,2,0,4.0,13.1,9.1,4.6,5.9,12.8,63.2,15.0,48.3,23.7,45.2,12.3,Dunning,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Granivore,Insessorial
Crithagra gularis,Fringillidae,Passeriformes,AVIBASE-12E75955,7,3,4,0,4.0,13.6,9.1,6.0,7.1,16.6,78.1,18.1,60.0,23.3,60.7,16.0,Dunning,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Omnivore,Insessorial
Crithagra hyposticta,Fringillidae,Passeriformes,AVIBASE-C978ABCC,6,3,3,0,4.0,12.7,8.7,5.1,6.3,14.3,64.4,14.5,49.9,22.5,47.5,13.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Granivore,Generalist
Crithagra koliensis,Fringillidae,Passeriformes,AVIBASE-5E456730,4,1,3,0,4.0,11.7,7.6,4.7,6.8,14.0,62.0,13.2,48.8,21.4,46.5,13.6,Dunning,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Granivore,Insessorial
Crithagra leucoptera,Fringillidae,Passeriformes,AVIBASE-D403BDAF,5,1,1,3,5.0,12.8,9.9,7.2,9.0,18.4,69.0,12.9,56.1,18.7,57.6,22.1,Dunning,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Omnivore,Insessorial
Crithagra leucopygia,Fringillidae,Passeriformes,AVIBASE-C887C3FC,5,2,3,0,4.0,10.1,6.4,4.6,5.7,12.5,67.3,20.2,47.7,29.6,42.3,10.8,Dunning,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Granivore,Generalist
Crithagra melanochroa,Fringillidae,Passeriformes,AVIBASE-A25D8384,4,2,2,0,4.0,15.8,10.3,7.8,10.4,18.7,81.8,14.5,67.3,17.7,64.8,30.5,Inferred,NA,YES,Body Mass,Crithagra burtoni,Forest,1,1,Herbivore,Granivore,Insessorial
Crithagra menachensis,Fringillidae,Passeriformes,AVIBASE-5C0BF88F,4,2,2,0,4.0,10.6,6.8,4.7,5.9,14.2,70.0,17.6,52.4,25.2,47.9,22.4,Inferred,NA,YES,Body Mass,Crithagra striolata,Shrubland,3,1,Herbivore,Granivore,Terrestrial
Crithagra mennelli,Fringillidae,Passeriformes,AVIBASE-D5454426,5,2,3,0,4.0,12.7,8.0,5.9,6.8,14.1,80.3,21.6,58.0,27.1,56.8,15.4,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Insessorial
Crithagra mozambica,Fringillidae,Passeriformes,AVIBASE-169B483C,17,7,7,3,10.0,10.3,7.0,5.0,5.9,14.4,68.2,15.0,53.4,22.0,43.4,11.9,Dunning,NA,NO,NA,NA,Shrubland,3,1,Herbivore,Omnivore,Generalist
Crithagra reichardi,Fringillidae,Passeriformes,AVIBASE-E9A83FB4,5,2,3,0,4.0,12.3,7.9,5.3,6.5,14.7,78.6,20.9,57.6,26.7,53.4,15.4,Dunning,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Granivore,Generalist
Crithagra reichenowi,Fringillidae,Passeriformes,AVIBASE-69EB514A,8,4,4,0,4.0,10.6,6.7,4.6,5.8,12.4,67.7,17.6,50.0,26.1,42.9,15.4,EltonTraits_GenAvg,NA,NO,NA,NA,Desert,3,1,Herbivore,Granivore,Generalist
Crithagra rothschildi,Fringillidae,Passeriformes,AVIBASE-C121E620,5,2,3,0,4.0,12.2,8.0,5.5,7.1,15.1,64.8,10.4,54.1,16.1,50.3,14.0,Dunning,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Granivore,Generalist
Crithagra rufobrunnea,Fringillidae,Passeriformes,AVIBASE-83F51B60,4,2,2,0,4.0,16.1,10.5,6.1,8.3,19.9,77.6,18.4,59.3,23.6,45.4,25.9,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Omnivore,Insessorial
Crithagra scotops,Fringillidae,Passeriformes,AVIBASE-994D87C2,5,2,3,0,4.0,12.9,8.2,5.5,7.1,16.0,69.0,14.2,54.6,20.6,54.4,14.2,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Insessorial
Crithagra striolata,Fringillidae,Passeriformes,AVIBASE-580A93C2,9,4,5,0,4.0,13.6,8.9,6.3,7.7,20.1,68.1,13.2,54.6,19.4,59.7,22.4,Dunning,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Omnivore,Insessorial
Crithagra sulphurata,Fringillidae,Passeriformes,AVIBASE-53A5E91F,10,5,5,0,4.0,14.6,10.6,7.5,9.7,18.4,77.6,19.7,59.3,24.9,58.7,27.9,Dunning,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Granivore,Insessorial
Crithagra symonsi,Fringillidae,Passeriformes,AVIBASE-875794B9,5,2,3,0,4.0,12.5,8.7,5.3,6.7,16.9,75.9,18.9,57.0,24.9,58.9,15.8,Dunning,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Omnivore,Insessorial
Crithagra totta,Fringillidae,Passeriformes,AVIBASE-0B5B5E28,4,2,2,0,4.0,11.9,7.9,4.8,6.2,15.5,69.1,15.8,53.4,22.8,49.8,13.4,Dunning,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Omnivore,Insessorial
Crithagra tristriata,Fringillidae,Passeriformes,AVIBASE-30384990,5,2,3,0,4.0,12.9,7.8,5.0,6.2,17.6,68.0,10.7,57.0,15.8,56.6,15.5,Dunning,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Granivore,Generalist
Crithagra whytii,Fringillidae,Passeriformes,AVIBASE-1CBC2DDE,5,3,2,0,4.0,13.9,9.0,6.3,7.5,21.2,66.3,9.4,56.4,14.4,60.1,22.4,DataFromSplit,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Omnivore,Insessorial
Crithagra xantholaema,Fringillidae,Passeriformes,AVIBASE-8C436082,1,1,0,0,1.0,11.8,7.6,5.1,6.5,13.7,64.0,9.1,54.9,14.2,46.0,11.8,Dunning,NA,NO,NA,NA,Shrubland,3,1,Herbivore,Granivore,Generalist
Crithagra xanthopygia,Fringillidae,Passeriformes,AVIBASE-71D3C8A6,5,1,3,1,4.0,11.2,7.3,4.8,5.8,14.2,68.9,14.9,54.0,21.6,50.8,15.4,EltonTraits_GenAvg,NA,NO,NA,NA,Desert,3,1,Herbivore,Granivore,Generalist
Drepanis coccinea,Fringillidae,Passeriformes,AVIBASE-A71C0CB7,5,2,3,0,4.0,29.2,20.8,4.5,5.9,23.7,77.3,19.4,56.5,25.5,56.7,18.2,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Nectarivore,Insessorial
Eophona migratoria,Fringillidae,Passeriformes,AVIBASE-507C9379,5,2,3,0,4.0,21.8,15.3,10.0,12.7,21.1,97.4,32.2,65.1,33.1,75.8,46.9,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Omnivore,Insessorial
Eophona personata,Fringillidae,Passeriformes,AVIBASE-A682E863,5,0,3,2,4.0,25.6,18.2,12.5,16.4,22.0,108.7,39.0,67.9,36.4,80.4,80.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Omnivore,Insessorial
Euphonia affinis,Fringillidae,Passeriformes,AVIBASE-C29CE0E7,9,4,5,0,4.0,9.3,5.0,3.7,4.0,12.7,53.4,13.3,40.1,24.9,31.7,10.0,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Frugivore,Insessorial
Euphonia anneae,Fringillidae,Passeriformes,AVIBASE-3737630E,5,2,3,0,4.0,11.3,6.6,4.5,4.9,15.7,63.9,12.9,51.0,20.2,36.2,14.9,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial
Euphonia cayennensis,Fringillidae,Passeriformes,AVIBASE-68B4875F,5,2,3,0,4.0,11.5,6.6,4.8,4.9,15.5,56.6,11.5,43.7,20.9,31.0,14.3,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial
Euphonia chalybea,Fringillidae,Passeriformes,AVIBASE-63D35B4C,5,2,3,0,4.0,13.6,7.7,5.1,7.2,16.0,68.8,17.5,50.7,25.7,41.0,19.0,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial
Euphonia chlorotica,Fringillidae,Passeriformes,AVIBASE-71C90D9E,13,6,7,0,4.0,9.2,5.9,4.1,4.0,12.9,56.7,13.7,42.8,24.2,32.9,11.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial
Euphonia chrysopasta,Fringillidae,Passeriformes,AVIBASE-313E4A17,9,4,5,0,4.0,11.5,6.2,5.0,5.3,14.6,56.9,12.0,45.0,21.0,35.1,14.0,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Frugivore,Insessorial
Euphonia concinna,Fringillidae,Passeriformes,AVIBASE-D6D63B24,5,2,3,0,4.0,9.0,5.0,4.0,3.9,14.0,55.7,14.2,41.4,25.6,35.7,10.3,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Frugivore,Insessorial
Euphonia finschi,Fringillidae,Passeriformes,AVIBASE-E921FDF3,4,2,2,0,4.0,8.9,5.4,4.1,4.0,13.9,52.5,11.2,41.3,21.2,24.8,10.5,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial
Euphonia fulvicrissa,Fringillidae,Passeriformes,AVIBASE-0676F27A,6,2,4,0,5.0,10.1,6.5,4.7,4.9,14.5,51.2,10.3,40.5,20.2,26.7,11.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial
Euphonia godmani,Fringillidae,Passeriformes,AVIBASE-07FE7263,0,0,0,0,0.0,9.3,5.0,3.7,4.0,12.7,53.4,13.3,40.1,24.9,31.7,10.0,Inferred,NA,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length; Body Mass,Euphonia affinis,Woodland,2,1,Herbivore,Frugivore,Insessorial
Euphonia gouldi,Fringillidae,Passeriformes,AVIBASE-C3FD23AB,27,14,12,1,4.0,12.2,6.5,4.6,4.9,14.5,53.3,12.7,44.2,22.2,25.4,14.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial
Euphonia hirundinacea,Fringillidae,Passeriformes,AVIBASE-3CD68A81,32,13,18,1,4.0,10.8,6.6,5.2,5.4,15.6,60.3,14.7,46.0,24.3,34.1,14.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial
Euphonia imitans,Fringillidae,Passeriformes,AVIBASE-41B85100,14,4,10,0,4.0,12.0,7.0,4.8,4.9,14.5,55.8,11.7,45.4,20.5,28.2,14.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial
Euphonia jamaica,Fringillidae,Passeriformes,AVIBASE-2F99B3B8,4,2,2,0,4.0,11.2,6.1,4.9,6.2,16.9,63.9,16.4,47.5,25.6,38.2,16.6,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial
Euphonia laniirostris,Fringillidae,Passeriformes,AVIBASE-F1D2C345,91,34,51,6,9.0,10.1,6.5,5.6,5.7,17.3,61.0,14.0,45.9,23.4,37.1,15.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial
Euphonia luteicapilla,Fringillidae,Passeriformes,AVIBASE-D647F6B4,18,6,10,2,4.0,10.0,5.8,4.3,4.3,14.3,53.9,14.3,39.8,26.5,29.8,13.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial
Euphonia mesochrysa,Fringillidae,Passeriformes,AVIBASE-B4326435,15,5,10,0,3.0,12.4,5.6,4.6,4.6,15.6,57.8,12.9,44.9,22.3,34.0,13.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial
Euphonia minuta,Fringillidae,Passeriformes,AVIBASE-A243C1D2,9,4,5,0,4.0,10.6,5.7,4.1,3.6,12.4,51.4,11.8,39.5,22.9,27.7,10.0,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial
Euphonia pectoralis,Fringillidae,Passeriformes,AVIBASE-128745BF,9,3,6,0,4.0,10.9,7.6,4.7,5.3,15.9,61.1,13.6,48.8,21.8,33.9,14.4,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial
Euphonia plumbea,Fringillidae,Passeriformes,AVIBASE-7E786B68,4,2,2,0,4.0,9.3,6.2,4.0,3.7,12.8,49.5,10.0,39.5,20.1,27.8,8.9,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial
